Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
23,No,Travel_Frequently,1127,Research & Development,22,1,Technical Degree,1,571,1,Female,81,1,5,Healthcare Representative,4,Married,19523,4919,3,Y,Yes,17,4,3,80,0,39,4,4,35,12,11,6
48,No,Travel_Rarely,389,Human Resources,28,2,Other,1,572,4,Male,96,2,1,Sales Representative,1,Married,11628,5756,3,Y,Yes,25,4,2,80,3,26,1,2,26,10,5,7
36,No,Travel_Rarely,532,Sales,20,1,Marketing,1,573,1,Male,73,2,4,Research Director,1,Divorced,10728,23838,1,Y,No,25,4,2,80,2,20,4,3,19,8,9,1
56,No,Non-Travel,570,Sales,15,4,Other,1,574,3,Female,61,3,3,Laboratory Technician,4,Married,19335,5283,3,Y,Yes,22,4,1,80,1,1,2,3,32,13,0,8
44,No,Non-Travel,1304,Research & Development,21,1,Medical,1,575,3,Female,39,4,2,Sales Executive,4,Married,13005,6691,4,Y,No,15,4,2,80,0,7,2,4,24,7,13,3
27,No,Non-Travel,1371,Research & Development,13,4,Human Resources,1,576,2,Male,93,1,3,Sales Representative,3,Divorced,9890,9350,4,Y,Yes,14,4,3,80,3,6,2,2,18,13,13,11
43,No,Non-Travel,727,Human Resources,22,1,Marketing,1,577,2,Male,98,3,4,Healthcare Representative,4,Married,9077,19540,4,Y,No,12,3,4,80,1,9,4,3,20,16,5,10
36,Yes,Travel_Frequently,378,Research & Development,11,1,Human Resources,1,578,2,Male,97,4,1,Healthcare Representative,2,Married,3971,5061,3,Y,Yes,15,4,2,80,0,3,6,3,32,13,9,4
56,No,Travel_Rarely,976,Human Resources,19,5,Medical,1,579,2,Female,57,2,5,Sales Representative,4,Divorced,15568,7919,0,Y,No,19,3,4,80,3,35,1,1,2,4,15,11
20,No,Non-Travel,680,Sales,8,2,Medical,1,580,3,Female,82,1,4,Sales Executive,4,Married,3191,24277,9,Y,No,14,3,4,80,1,34,5,4,13,9,1,3
30,No,Travel_Frequently,962,Sales,20,2,Human Resources,1,581,4,Male,80,4,1,Research Director,1,Married,14820,22829,7,Y,Yes,24,4,3,80,1,2,6,3,14,5,10,12
45,No,Non-Travel,353,Human Resources,8,3,Marketing,1,582,4,Female,82,2,4,Healthcare Representative,3,Married,9765,24820,2,Y,No,12,3,1,80,1,17,5,3,32,9,3,0
37,No,Non-Travel,280,Research & Development,10,5,Human Resources,1,583,4,Female,33,3,2,Research Director,1,Married,12254,19676,1,Y,Yes,23,3,1,80,3,23,0,4,21,10,5,17
45,No,Travel_Rarely,780,Human Resources,26,5,Human Resources,1,584,1,Female,46,1,3,Healthcare Representative,3,Divorced,5046,12076,8,Y,Yes,25,4,4,80,0,31,0,2,0,5,2,3
25,No,Non-Travel,924,Research & Development,16,2,Life Sciences,1,585,2,Female,96,4,5,Sales Representative,1,Single,13750,11752,6,Y,Yes,16,3,2,80,1,33,2,4,30,9,2,3
58,No,Travel_Rarely,799,Sales,19,5,Marketing,1,586,2,Female,76,3,1,Laboratory Technician,2,Single,14703,18012,8,Y,Yes,18,4,4,80,0,1,1,1,34,13,11,7
56,No,Travel_Rarely,665,Research & Development,26,2,Life Sciences,1,587,3,Female,85,2,5,Research Scientist,1,Married,18688,11175,1,Y,No,12,3,1,80,0,1,1,1,19,19,15,5
18,No,Travel_Rarely,1449,Human Resources,23,5,Other,1,588,3,Female,52,2,5,Manager,1,Divorced,10043,9902,8,Y,Yes,19,4,2,80,2,9,3,1,31,2,2,3
20,No,Travel_Frequently,1480,Human Resources,11,1,Human Resources,1,589,1,Male,47,4,5,Healthcare Representative,2,Divorced,6908,4067,9,Y,Yes,17,3,1,80,0,22,3,3,11,6,15,3
30,No,Travel_Frequently,779,Sales,13,2,Other,1,590,1,Male,30,2,1,Human Resources,2,Married,12627,3979,8,Y,Yes,24,4,3,80,0,14,6,2,15,1,3,10
45,No,Travel_Rarely,490,Research & Development,28,2,Marketing,1,591,4,Male,64,1,1,Manufacturing Director,4,Single,4804,20120,8,Y,No,23,3,1,80,0,11,4,1,7,6,8,8
42,No,Non-Travel,1208,Research & Development,9,4,Human Resources,1,592,3,Male,93,4,5,Laboratory Technician,1,Married,12176,20302,9,Y,Yes,12,4,2,80,0,16,3,4,13,16,3,13
50,No,Travel_Rarely,1440,Research & Development,20,5,Other,1,593,2,Male,87,3,3,Human Resources,2,Divorced,5936,2700,9,Y,No,21,3,2,80,0,17,6,1,17,12,12,3
55,No,Non-Travel,311,Sales,24,5,Technical Degree,1,594,4,Male,88,4,4,Research Director,2,Divorced,19096,6046,3,Y,No,15,3,4,80,3,13,5,3,29,8,3,12
23,No,Travel_Rarely,483,Research & Development,19,2,Medical,1,595,2,Male,30,4,5,Manager,4,Single,11873,4073,9,Y,Yes,15,4,2,80,2,16,5,1,32,12,3,5
49,No,Non-Travel,441,Human Resources,16,1,Human Resources,1,596,4,Male,32,3,2,Sales Executive,3,Divorced,13390,23045,2,Y,No,17,3,3,80,1,14,6,2,33,14,6,12
38,No,Travel_Frequently,943,Research & Development,7,1,Medical,1,597,2,Male,96,2,5,Sales Executive,2,Divorced,10366,13945,5,Y,Yes,23,4,1,80,2,11,4,1,33,12,4,2
33,Yes,Non-Travel,1161,Sales,19,1,Life Sciences,1,598,1,Female,66,3,1,Manager,2,Divorced,16614,18778,2,Y,No,25,3,4,80,2,15,0,2,6,16,11,6
38,No,Travel_Rarely,519,Research & Development,12,5,Other,1,599,4,Female,58,1,4,Laboratory Technician,1,Single,8506,5048,8,Y,No,15,3,4,80,1,31,2,2,5,7,1,0
28,Yes,Travel_Frequently,850,Research & Development,15,4,Life Sciences,1,600,2,Male,62,2,2,Laboratory Technician,4,Divorced,19458,21836,2,Y,Yes,21,4,2,80,0,22,1,4,5,8,15,10
54,No,Non-Travel,1292,Human Resources,23,2,Human Resources,1,601,2,Female,90,4,4,Manager,1,Married,10783,2522,1,Y,No,24,3,3,80,1,37,0,2,21,8,6,1
53,No,Non-Travel,1466,Research & Development,14,3,Medical,1,602,3,Female,33,2,4,Laboratory Technician,3,Single,13170,13101,7,Y,Yes,16,4,4,80,0,33,6,3,7,7,2,4
52,No,Non-Travel,405,Human Resources,11,4,Medical,1,603,4,Male,43,2,2,Manager,4,Married,16609,10741,5,Y,No,24,3,3,80,1,33,5,3,36,15,10,13
36,No,Non-Travel,801,Human Resources,26,3,Other,1,604,2,Male,62,1,5,Healthcare Representative,1,Married,9322,19852,7,Y,Yes,19,3,3,80,3,15,0,2,14,19,0,12
37,Yes,Non-Travel,968,Sales,10,4,Human Resources,1,605,3,Male,51,2,5,Manufacturing Director,2,Single,14174,24614,6,Y,Yes,13,3,1,80,2,33,4,2,25,6,8,15
35,No,Travel_Frequently,636,Human Resources,27,1,Technical Degree,1,606,2,Female,77,2,5,Research Director,2,Married,18208,14674,2,Y,Yes,13,3,1,80,0,39,2,1,38,16,4,14
58,No,Travel_Frequently,1235,Human Resources,11,5,Technical Degree,1,607,4,Female,32,2,3,Research Scientist,4,Single,4410,19805,7,Y,Yes,18,4,1,80,2,6,5,1,2,6,9,2
31,No,Travel_Frequently,305,Sales,6,3,Other,1,608,1,Male,52,4,5,Sales Representative,2,Married,15636,2285,9,Y,No,20,4,3,80,0,32,4,4,9,5,0,5
32,No,Travel_Frequently,1308,Human Resources,2,4,Human Resources,1,609,4,Female,97,2,2,Manufacturing Director,1,Single,11039,21129,0,Y,Yes,22,3,1,80,1,3,6,1,2,4,10,8
48,Yes,Travel_Rarely,595,Sales,11,5,Other,1,610,4,Female,50,3,3,Research Scientist,4,Divorced,16990,13957,0,Y,Yes,16,3,4,80,1,6,0,3,29,16,0,2
18,No,Travel_Frequently,1170,Research & Development,19,3,Human Resources,1,611,2,Female,72,2,5,Sales Representative,2,Divorced,8441,9108,9,Y,Yes,22,4,4,80,1,17,1,1,21,7,0,12
20,No,Non-Travel,603,Sales,6,2,Life Sciences,1,612,2,Male,55,1,3,Sales Executive,2,Married,10685,22848,7,Y,Yes,20,3,2,80,3,3,3,4,2,0,11,12
33,No,Non-Travel,1145,Human Resources,14,4,Other,1,613,4,Female,70,2,2,Manufacturing Director,3,Divorced,15778,16990,8,Y,No,13,4,3,80,1,10,4,4,0,15,8,6
40,No,Travel_Frequently,312,Sales,20,2,Human Resources,1,614,3,Female,67,2,5,Human Resources,3,Single,15191,19829,9,Y,Yes,12,3,1,80,1,19,5,2,32,16,15,4
28,No,Non-Travel,409,Human Resources,6,1,Technical Degree,1,615,3,Female,40,4,1,Manufacturing Director,4,Married,11732,7837,5,Y,No,23,3,4,80,3,10,0,4,18,2,12,7
29,No,Travel_Frequently,760,Research & Development,17,2,Human Resources,1,616,3,Female,58,3,2,Laboratory Technician,3,Divorced,5956,17032,4,Y,Yes,12,4,3,80,2,14,3,2,35,12,7,7
27,No,Non-Travel,852,Sales,10,2,Human Resources,1,617,2,Female,89,2,4,Research Scientist,1,Divorced,8553,3466,1,Y,Yes,12,3,3,80,2,16,3,3,33,7,10,6
49,No,Travel_Rarely,371,Research & Development,28,4,Other,1,618,2,Female,96,3,4,Laboratory Technician,2,Married,4365,11106,8,Y,Yes,25,4,1,80,0,33,0,3,30,15,12,6
33,No,Travel_Rarely,1037,Human Resources,1,1,Life Sciences,1,619,4,Female,94,1,2,Sales Executive,2,Divorced,8668,10479,5,Y,Yes,15,4,3,80,2,11,2,1,23,6,14,3
25,No,Travel_Frequently,1325,Human Resources,3,2,Life Sciences,1,620,1,Male,90,4,4,Research Director,2,Divorced,7000,12280,7,Y,Yes,25,4,1,80,0,27,0,4,11,14,12,9
55,Yes,Travel_Frequently,131,Research & Development,8,5,Life Sciences,1,621,2,Male,48,3,2,Sales Executive,4,Married,5675,22810,8,Y,Yes,22,4,1,80,0,34,5,3,12,1,5,12
29,No,Travel_Frequently,542,Sales,8,3,Life Sciences,1,622,4,Female,75,4,1,Laboratory Technician,4,Divorced,14907,7932,8,Y,No,15,4,1,80,2,7,6,2,15,1,9,3
41,No,Non-Travel,261,Sales,27,2,Marketing,1,623,4,Male,78,2,2,Laboratory Technician,3,Divorced,19336,11996,7,Y,No,11,4,3,80,2,26,1,4,15,9,14,9
45,No,Travel_Frequently,866,Human Resources,20,1,Other,1,624,1,Female,51,1,5,Research Scientist,2,Divorced,17136,3178,9,Y,Yes,12,3,3,80,3,21,5,4,19,4,14,6
25,No,Travel_Rarely,353,Research & Development,22,2,Medical,1,625,3,Female,86,4,5,Healthcare Representative,2,Divorced,13155,4551,7,Y,Yes,12,4,1,80,0,23,6,2,26,3,5,4
45,No,Non-Travel,620,Research & Development,15,3,Other,1,626,4,Female,43,2,3,Laboratory Technician,2,Married,14219,22754,2,Y,Yes,25,4,3,80,2,1,3,4,38,14,5,2
53,No,Travel_Frequently,1076,Sales,24,1,Marketing,1,627,4,Male,73,3,4,Laboratory Technician,2,Single,5247,18025,2,Y,No,14,3,1,80,2,30,1,4,12,12,3,1
43,No,Non-Travel,109,Sales,7,4,Life Sciences,1,628,4,Female,45,1,4,Research Director,2,Single,6415,11780,1,Y,Yes,17,4,2,80,3,21,4,3,3,16,4,10
25,No,Non-Travel,825,Sales,11,1,Marketing,1,629,3,Female,41,1,2,Manufacturing Director,1,Divorced,8472,24706,0,Y,No,13,3,3,80,2,0,3,2,31,0,9,9
45,No,Travel_Frequently,604,Research & Development,7,4,Technical Degree,1,630,3,Male,84,3,4,Manufacturing Director,2,Divorced,6848,12148,3,Y,No,15,4,3,80,1,13,2,3,39,17,2,12
45,No,Non-Travel,884,Sales,29,1,Technical Degree,1,631,1,Male,80,3,5,Laboratory Technician,1,Single,3037,11967,1,Y,No,21,4,2,80,1,24,0,2,33,14,2,6
54,No,Travel_Rarely,535,Sales,4,3,Other,1,632,2,Female,68,1,1,Sales Executive,2,Divorced,17634,6862,1,Y,No,19,4,2,80,0,35,4,1,38,13,9,9
58,No,Travel_Rarely,1234,Human Resources,25,3,Other,1,633,3,Male,62,4,2,Research Director,4,Single,10262,11179,4,Y,No,15,3,2,80,3,35,5,4,16,8,6,3
53,No,Non-Travel,252,Sales,12,1,Medical,1,634,2,Male,62,1,4,Sales Executive,4,Married,13066,7855,3,Y,Yes,19,3,1,80,2,2,1,4,23,11,4,15
44,No,Travel_Frequently,1016,Sales,26,2,Medical,1,635,2,Female,58,3,5,Sales Representative,1,Married,17554,19587,0,Y,No,11,4,1,80,0,4,4,3,28,4,7,5
34,No,Non-Travel,968,Research & Development,6,3,Technical Degree,1,636,3,Female,98,4,3,Healthcare Representative,2,Married,9008,24770,8,Y,No,19,4,4,80,2,0,2,4,27,1,4,8
26,Yes,Travel_Rarely,1225,Research & Development,14,4,Life Sciences,1,637,4,Female,99,2,4,Manufacturing Director,4,Married,17263,3119,3,Y,Yes,24,3,2,80,1,18,0,4,21,6,11,12
50,No,Non-Travel,852,Human Resources,12,4,Marketing,1,638,1,Male,60,1,1,Manufacturing Director,4,Married,18238,5975,4,Y,Yes,15,3,4,80,2,32,4,3,27,8,3,6
37,Yes,Non-Travel,1314,Sales,11,5,Medical,1,639,2,Male,60,3,1,Research Director,2,Married,7642,14919,6,Y,No,18,3,1,80,2,29,5,3,24,17,13,17
30,No,Travel_Rarely,662,Human Resources,19,4,Human Resources,1,640,4,Male,75,2,4,Manager,2,Single,18489,11602,1,Y,Yes,15,4,3,80,2,11,1,2,2,3,2,13
45,Yes,Non-Travel,1204,Research & Development,21,5,Medical,1,641,3,Female,81,1,4,Sales Executive,4,Divorced,19153,14695,7,Y,Yes,24,3,2,80,1,9,4,1,12,1,11,4
46,No,Non-Travel,588,Human Resources,5,1,Life Sciences,1,642,2,Male,39,1,5,Research Director,2,Single,16531,3292,1,Y,Yes,22,3,3,80,1,33,0,3,30,0,1,12
30,No,Travel_Frequently,994,Research & Development,14,1,Life Sciences,1,643,2,Male,70,4,4,Research Scientist,3,Married,12384,11386,9,Y,No,16,3,1,80,3,15,5,2,12,11,2,7
52,No,Travel_Frequently,1211,Human Resources,21,1,Other,1,644,2,Female,32,3,3,Manager,2,Divorced,18336,12140,4,Y,No,18,3,2,80,1,39,4,3,17,12,6,14
23,Yes,Travel_Rarely,1317,Human Resources,24,2,Marketing,1,645,4,Female,88,2,5,Human Resources,4,Divorced,15661,22039,1,Y,Yes,12,3,4,80,0,28,1,2,36,13,7,8
35,Yes,Travel_Rarely,203,Sales,16,2,Life Sciences,1,646,4,Female,81,1,2,Sales Executive,4,Married,13687,23170,1,Y,Yes,13,3,4,80,2,14,0,1,33,4,14,5
22,No,Travel_Rarely,1219,Human Resources,25,5,Medical,1,647,4,Male,63,4,3,Manager,1,Married,15404,20601,3,Y,No,21,3,1,80,1,10,2,2,16,2,4,13
42,No,Travel_Frequently,1321,Sales,13,4,Medical,1,648,2,Female,78,2,5,Research Director,3,Married,6355,13772,3,Y,No,19,4,3,80,0,33,2,2,20,3,10,9
19,No,Travel_Rarely,1124,Sales,25,4,Technical Degree,1,649,2,Male,57,2,5,Research Scientist,4,Married,2933,8590,7,Y,Yes,15,3,1,80,1,35,3,4,35,16,0,8
27,No,Travel_Rarely,1106,Sales,29,1,Life Sciences,1,650,1,Male,42,1,1,Healthcare Representative,3,Married,10766,15977,5,Y,No,15,4,3,80,2,29,4,3,39,18,2,16
47,No,Travel_Rarely,506,Sales,22,3,Human Resources,1,651,1,Female,98,2,5,Manager,2,Married,7906,19401,9,Y,No,19,4,1,80,0,34,1,2,18,10,3,12
22,Yes,Travel_Frequently,266,Human Resources,22,2,Other,1,652,4,Female,96,1,3,Healthcare Representative,4,Divorced,14572,7176,7,Y,Yes,20,3,4,80,1,8,4,3,11,7,15,16
50,No,Non-Travel,608,Research & Development,25,2,Marketing,1,653,4,Female,90,4,4,Laboratory Technician,1,Married,14279,21974,6,Y,Yes,13,4,3,80,1,17,0,2,27,11,9,12
18,No,Travel_Rarely,412,Research & Development,20,1,Human Resources,1,654,3,Female,89,4,3,Manufacturing Director,4,Married,12723,14399,9,Y,No,24,4,1,80,0,18,3,4,10,17,12,8
35,No,Non-Travel,862,Research & Development,22,2,Other,1,655,4,Female,53,2,2,Sales Representative,1,Divorced,12611,24560,3,Y,No,14,3,2,80,3,38,1,4,36,17,12,0
49,No,Travel_Rarely,780,Human Resources,4,1,Medical,1,656,1,Male,92,1,5,Manufacturing Director,3,Single,10261,8647,1,Y,No,17,4,4,80,0,3,4,1,27,8,11,0
28,No,Non-Travel,576,Sales,11,5,Human Resources,1,657,1,Male,90,3,5,Human Resources,1,Married,6474,23106,8,Y,Yes,12,3,4,80,0,5,1,2,34,4,3,4
38,No,Travel_Frequently,172,Research & Development,17,4,Other,1,658,1,Male,52,4,5,Research Scientist,2,Divorced,18638,8015,1,Y,Yes,18,3,2,80,0,32,0,4,14,16,11,7
43,No,Travel_Frequently,1264,Human Resources,7,3,Medical,1,659,2,Female,59,1,5,Healthcare Representative,2,Divorced,6787,23506,0,Y,Yes,15,3,1,80,0,31,3,3,15,12,0,17
42,Yes,Travel_Rarely,681,Sales,14,4,Medical,1,660,2,Male,89,1,1,Research Director,2,Single,15575,17845,7,Y,Yes,25,3,3,80,1,15,1,2,6,5,9,3
39,Yes,Non-Travel,361,Research & Development,26,4,Medical,1,661,4,Female,47,1,1,Healthcare Representative,4,Married,9862,20473,9,Y,No,11,3,4,80,0,10,0,2,2,13,8,0
44,Yes,Travel_Frequently,1463,Sales,11,5,Medical,1,662,3,Female,85,2,4,Research Director,2,Married,12956,4056,8,Y,Yes,13,3,1,80,0,21,2,1,30,14,11,14
30,No,Travel_Rarely,1431,Research & Development,28,2,Medical,1,663,3,Male,82,3,5,Research Director,2,Married,12663,14176,0,Y,Yes,25,3,2,80,2,35,1,3,11,13,9,3
50,No,Travel_Rarely,344,Research & Development,22,3,Technical Degree,1,664,3,Male,36,2,2,Human Resources,4,Divorced,18120,22064,6,Y,No,19,4,3,80,1,22,3,1,7,3,14,8
51,No,Travel_Frequently,1460,Research & Development,9,2,Human Resources,1,665,2,Female,98,4,4,Manager,3,Married,5742,12003,1,Y,Yes,15,3,1,80,2,25,6,2,24,17,14,9
58,No,Travel_Frequently,660,Sales,23,4,Other,1,666,1,Male,81,2,5,Manufacturing Director,2,Married,4035,23269,5,Y,No,18,4,1,80,1,30,5,1,34,0,3,14
52,No,Travel_Rarely,1199,Human Resources,13,1,Technical Degree,1,667,1,Female,33,1,1,Laboratory Technician,2,Married,3967,15747,4,Y,Yes,11,3,4,80,3,28,5,2,11,11,1,2
18,Yes,Non-Travel,274,Sales,23,4,Technical Degree,1,668,2,Male,63,2,2,Healthcare Representative,4,Married,3852,5114,0,Y,No,24,3,4,80,3,4,1,2,20,8,15,1
38,No,Non-Travel,208,Research & Development,18,2,Life Sciences,1,669,3,Male,98,1,4,Manager,3,Single,12547,15442,1,Y,No,17,3,3,80,1,37,1,1,25,9,12,4
23,No,Non-Travel,282,Sales,28,4,Life Sciences,1,670,3,Male,62,3,2,Laboratory Technician,3,Single,8618,9383,1,Y,No,17,4,1,80,3,24,0,1,1,17,8,0
45,No,Travel_Rarely,291,Human Resources,11,1,Life Sciences,1,671,4,Male,98,2,5,Research Scientist,3,Single,15859,3629,9,Y,Yes,18,4,2,80,3,33,4,2,13,16,13,10
34,No,Travel_Frequently,164,Sales,15,5,Marketing,1,672,4,Male,67,2,3,Sales Representative,4,Married,10303,19927,9,Y,No,13,4,2,80,1,11,5,1,3,18,3,11
22,No,Travel_Rarely,1062,Human Resources,25,2,Life Sciences,1,673,3,Female,55,2,2,Healthcare Representative,1,Married,13350,24153,5,Y,Yes,11,4,3,80,0,21,4,1,16,3,3,2
48,No,Travel_Frequently,1223,Human Resources,26,4,Other,1,674,2,Male,30,1,2,Human Resources,1,Divorced,18566,20288,0,Y,Yes,21,4,1,80,2,8,5,2,4,15,10,15
22,Yes,Non-Travel,963,Sales,25,2,Technical Degree,1,675,3,Male,33,1,1,Laboratory Technician,2,Divorced,2164,19820,3,Y,Yes,25,4,4,80,1,19,1,3,23,6,5,13
55,No,Non-Travel,1251,Research & Development,22,5,Other,1,676,4,Male,68,2,5,Research Director,2,Divorced,8958,23415,9,Y,Yes,19,3,1,80,1,28,3,1,6,8,7,11
20,No,Travel_Frequently,468,Human Resources,29,4,Human Resources,1,677,3,Female,83,2,2,Manager,2,Married,4137,5317,4,Y,Yes,11,3,4,80,1,28,3,1,22,7,4,15
40,No,Travel_Frequently,950,Sales,19,4,Life Sciences,1,678,2,Female,62,3,5,Manufacturing Director,1,Single,12215,13251,1,Y,Yes,21,4,2,80,2,26,6,4,16,6,11,7
54,No,Travel_Rarely,142,Human Resources,1,2,Marketing,1,679,1,Female,62,3,1,Human Resources,4,Single,18838,6116,1,Y,No,16,4,3,80,1,16,5,3,11,9,7,16
54,Yes,Non-Travel,587,Research & Development,4,2,Human Resources,1,680,2,Female,49,4,5,Healthcare Representative,2,Single,18925,11623,6,Y,No,19,4,3,80,2,4,5,1,10,7,0,16
27,No,Travel_Rarely,177,Sales,14,1,Marketing,1,681,2,Female,45,3,1,Manager,4,Married,8033,22936,6,Y,Yes,24,4,3,80,2,12,0,2,10,16,12,6
27,No,Travel_Rarely,925,Sales,14,5,Human Resources,1,682,4,Male,50,3,1,Human Resources,2,Single,4665,23947,5,Y,Yes,12,4,4,80,3,14,1,4,33,11,3,14
36,No,Travel_Rarely,1393,Sales,3,1,Technical Degree,1,683,2,Male,74,3,4,Sales Representative,4,Divorced,15129,8123,0,Y,Yes,14,3,2,80,0,14,1,4,36,13,0,8
34,No,Non-Travel,773,Research & Development,28,4,Other,1,684,2,Male,91,1,5,Healthcare Representative,4,Divorced,14125,5061,2,Y,Yes,12,3,2,80,3,17,6,4,28,11,2,3
38,No,Travel_Rarely,800,Human Resources,17,2,Medical,1,685,4,Female,60,3,3,Research Scientist,1,Single,8189,10089,8,Y,Yes,14,3,3,80,1,1,4,1,35,1,10,7
31,No,Travel_Rarely,858,Sales,3,4,Other,1,686,4,Female,71,3,4,Manufacturing Director,4,Divorced,15708,5731,9,Y,No,12,3,3,80,1,22,0,2,26,11,6,9
26,No,Travel_Rarely,827,Human Resources,16,4,Life Sciences,1,687,1,Male,41,2,1,Research Scientist,3,Single,7095,8327,0,Y,No,22,3,4,80,2,12,2,4,21,13,0,14
18,No,Travel_Rarely,1438,Human Resources,14,3,Medical,1,688,3,Female,94,1,3,Laboratory Technician,1,Single,16409,18361,1,Y,Yes,11,3,4,80,3,3,3,3,1,6,4,17
30,Yes,Travel_Rarely,1024,Research & Development,20,3,Marketing,1,689,2,Female,32,4,2,Laboratory Technician,2,Divorced,9583,17907,7,Y,Yes,21,3,1,80,2,24,3,4,35,12,0,13
21,No,Travel_Rarely,1001,Sales,29,4,Technical Degree,1,690,4,Female,38,4,2,Manufacturing Director,1,Divorced,3637,21701,6,Y,No,13,3,4,80,3,10,1,4,29,3,5,4
18,No,Non-Travel,988,Human Resources,13,2,Technical Degree,1,691,1,Male,80,3,4,Manager,3,Divorced,16670,4046,8,Y,Yes,18,4,1,80,3,11,6,3,6,0,8,8
57,No,Travel_Rarely,1092,Sales,15,4,Marketing,1,692,3,Male,45,4,3,Laboratory Technician,3,Divorced,7966,21528,9,Y,Yes,15,4,3,80,3,12,0,4,11,16,2,12
49,No,Travel_Frequently,1291,Sales,14,3,Life Sciences,1,693,4,Female,32,4,5,Sales Executive,4,Single,6670,21605,3,Y,Yes,14,3,2,80,3,8,2,4,2,2,10,10
51,No,Travel_Rarely,438,Research & Development,24,2,Marketing,1,694,3,Female,53,4,3,Sales Executive,3,Divorced,7203,13332,3,Y,No,15,3,4,80,3,37,3,3,16,16,10,11
45,Yes,Travel_Rarely,292,Sales,25,4,Human Resources,1,695,3,Female,42,3,4,Human Resources,3,Divorced,10669,7064,6,Y,No,16,3,2,80,0,5,0,1,31,7,13,2
48,No,Non-Travel,382,Sales,19,5,Life Sciences,1,696,2,Female,31,4,5,Human Resources,3,Married,16968,11445,0,Y,Yes,16,4,4,80,1,9,2,3,7,2,11,1
25,Yes,Non-Travel,1459,Human Resources,6,5,Medical,1,697,2,Male,50,3,5,Healthcare Representative,3,Divorced,4366,2722,9,Y,No,15,4,4,80,3,22,5,1,22,9,14,14
56,No,Travel_Frequently,489,Research & Development,10,4,Marketing,1,698,4,Female,48,2,2,Human Resources,2,Divorced,2366,15289,8,Y,No,22,3,1,80,3,14,1,1,37,1,5,4
43,No,Travel_Frequently,1099,Sales,27,2,Life Sciences,1,699,3,Male,76,2,3,Sales Representative,2,Single,17647,17210,1,Y,Yes,21,4,4,80,2,22,4,1,29,3,3,6
51,No,Non-Travel,624,Human Resources,15,4,Medical,1,700,4,Male,51,4,5,Human Resources,1,Single,11907,9564,0,Y,No,22,3,3,80,1,39,3,3,14,13,5,3
20,No,Non-Travel,1363,Research & Development,21,4,Marketing,1,701,4,Male,62,2,4,Sales Representative,4,Married,8606,10275,6,Y,No,16,3,2,80,1,36,3,3,9,10,1,4
29,No,Travel_Rarely,758,Research & Development,22,3,Technical Degree,1,702,3,Female,61,3,2,Human Resources,2,Divorced,2012,23219,5,Y,No,19,3,4,80,1,33,2,1,37,13,3,15
18,No,Non-Travel,815,Human Resources,20,5,Marketing,1,703,4,Male,93,2,5,Research Scientist,3,Divorced,4317,5819,2,Y,No,15,3,2,80,3,15,4,3,14,12,12,14
22,No,Travel_Frequently,990,Human Resources,26,3,Other,1,704,3,Male,68,4,3,Research Director,4,Divorced,17429,5364,0,Y,No,23,3,2,80,2,31,5,1,29,3,12,15
47,No,Travel_Rarely,1212,Human Resources,6,3,Marketing,1,705,3,Female,71,3,2,Sales Representative,2,Divorced,9485,24473,4,Y,No,16,4,2,80,1,37,0,3,25,1,6,3
47,No,Travel_Frequently,1218,Human Resources,23,4,Other,1,706,3,Female,38,1,3,Manager,1,Divorced,18759,6318,9,Y,Yes,14,3,4,80,2,39,1,2,13,1,15,5
34,No,Travel_Rarely,551,Human Resources,25,3,Medical,1,707,3,Female,54,3,3,Healthcare Representative,3,Divorced,2256,21164,3,Y,Yes,23,3,1,80,0,4,0,3,2,10,10,17
40,No,Non-Travel,527,Sales,10,5,Marketing,1,708,1,Male,31,2,3,Manufacturing Director,4,Married,18833,13479,4,Y,Yes,13,3,2,80,0,16,2,3,35,4,5,2
32,No,Travel_Frequently,1274,Sales,7,3,Medical,1,709,3,Female,48,1,2,Sales Representative,2,Divorced,17903,9398,0,Y,No,23,3,2,80,2,21,3,3,25,8,8,4
54,No,Travel_Rarely,1499,Research & Development,22,5,Medical,1,710,2,Male,49,3,5,Laboratory Technician,4,Divorced,5212,4452,0,Y,Yes,22,4,4,80,3,38,5,1,13,19,10,1
38,No,Travel_Rarely,1145,Sales,17,3,Life Sciences,1,711,2,Male,99,1,1,Research Director,2,Divorced,8175,23672,4,Y,No,16,3,4,80,1,17,3,1,30,16,6,15
31,No,Non-Travel,982,Sales,18,5,Medical,1,712,2,Female,46,1,5,Research Scientist,1,Married,15571,2425,5,Y,No,21,3,3,80,0,27,0,2,13,11,0,5
19,No,Non-Travel,412,Sales,17,3,Medical,1,713,3,Male,97,1,2,Sales Executive,3,Divorced,18087,15865,4,Y,Yes,21,4,3,80,0,12,5,2,39,17,5,14
